Full-Stack,Front-End,Back-End,Other-Development,Other-Tech,Creative-Design,Business-Marketing,Other-Occupation,portfolio,certifs,video,testims,jobs,hour_rate_clean,success_rate,rate_cat,hours_per_week,hours,earnings,num-occups,country,embedding_pca
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.7004999999999998,0.0,0.0,1.0,10.0,2.0,1.0,4.047518346814202
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,12.0,0.8091666666666668,0.0,2.0,40.0,894.0,2.0,1.0,0.4080864585677082
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.5,0.8175,0.0,1.0,0.64,8.0,1.0,1.0,1.7865033402474113
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,20.0,0.8438333333333337,0.0,1.0,17.0,198.0,1.0,1.0,-1.6287101605552596
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,58.0,15.0,0.9094999999999998,0.0,1.0,1775.0,13000.0,1.0,1.0,-0.1175398939182659
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,12.0,0.99,3.0,1.0,2001.0,14000.0,1.0,1.0,-1.5742202805640266
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,10.0,0.9693333333333334,0.0,2.0,645.0,2900.0,2.0,1.0,-1.0484521478384612
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,11.0,0.8095,0.0,0.0,1.3636363636363635,15.0,1.0,1.0,4.212323088890529
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,20.0,0.8765,0.0,2.0,39.9,798.0,1.0,1.0,4.300960875633402
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.8118333333333335,0.0,1.0,12.0,600.0,1.0,1.0,3.224581368333343
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,0.9015,0.0,1.0,25.5,255.0,2.0,1.0,3.703849146855285
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,46.21666666666667,10.0,0.9591666666666664,1.0,1.0,3552.4,29023.55,1.0,1.0,0.1157842614943729
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,0.8208333333333334,0.0,1.0,17.916666666666668,215.0,1.0,1.0,-0.1878979074854722
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.7971666666666667,0.0,2.0,1.0,10.0,1.0,1.0,0.5773829245392585
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,25.0,0.8746666666666665,0.0,1.0,1.4,35.0,1.0,1.0,2.320949753531236
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,20.0,0.8663333333333333,0.0,1.0,2.0,40.0,1.0,1.0,0.5281077151886254
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.9368333333333332,0.0,1.0,2.0,30.0,1.0,1.0,2.4501756757265083
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.7103333333333332,0.0,1.0,1.0,5.8,2.0,1.0,0.9621925500110472
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,40.0,0.7653333333333331,0.0,1.0,8.85,354.0,2.0,1.0,1.5902766581258474
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,0.635833333333333,0.0,1.0,1.5,15.0,1.0,1.0,-2.898885910021994
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,10.0,1.0,0.0,1.0,155.0,1200.0,2.0,1.0,-2.2818914581073524
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,12.0,0.8849999999999999,0.0,1.0,57.083333333333336,685.0,2.0,1.0,-1.8919235598171935
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.75,0.6881666666666664,0.0,1.0,17.82857142857143,156.0,1.0,1.0,1.5807934405436483
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,12.0,0.6963333333333334,0.0,1.0,8.333333333333334,100.0,2.0,1.0,-0.158605713077701
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,10.0,1.0,0.0,1.0,46.1,461.0,1.0,1.0,3.730641386522237
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,15.0,1.0,0.0,1.0,340.0,4300.0,2.0,1.0,2.8448464468773063
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.7996666666666666,0.0,2.0,2.0,100.0,1.0,1.0,-0.2205849757511621
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,12.0,0.8916666666666669,0.0,1.0,678.0,2600.0,2.0,1.0,1.1572089573730402
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,15.0,0.7815000000000002,0.0,2.0,15.333333333333334,230.0,1.0,1.0,-1.0542211202296186
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,10.0,0.9123333333333332,0.0,1.0,27.0,434.0,1.0,1.0,3.4519736105184267
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.7956666666666667,0.0,1.0,1.0,11.0,1.0,1.0,-0.0742531510123673
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,0.8178333333333333,0.0,1.0,2.0,195.0,1.0,1.0,0.301660450308478
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,15.0,0.9371666666666668,0.0,2.0,43.66666666666666,655.0,1.0,1.0,0.6482524390432841
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,0.9096666666666668,0.0,1.0,27.5,275.0,1.0,1.0,2.043466337368748
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.7666666666666668,0.0,1.0,10.0,100.0,2.0,1.0,1.529837513483241
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,0.6985,0.0,1.0,7.0,47.0,2.0,1.0,0.0863916085716516
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,10.0,0.8670000000000002,0.0,2.0,46.0,353.0,1.0,1.0,0.4636959988239283
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,20.0,0.9235,0.0,1.0,3.0,1100.0,2.0,1.0,0.5894106947344258
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,18.0,0.8563333333333332,0.0,1.0,22.77777777777778,410.0,2.0,1.0,-1.7332236744449308
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,10.0,1.0,3.0,1.0,5180.0,52000.0,1.0,1.0,-0.0756174686813767
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,10.0,0.8119999999999999,0.0,1.0,2.0,20.0,1.0,1.0,-1.1285642048092115
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,12.0,0.8513333333333333,0.0,2.0,2.75,33.0,1.0,1.0,2.1121456614599383
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,0.7403333333333332,0.0,1.0,5.0,40.0,1.0,1.0,-0.4644218818573011
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,0.8955,0.0,2.0,2.0,20.0,1.0,1.0,-0.1202752119360798
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,10.0,0.6579999999999999,0.0,1.0,10.0,100.0,2.0,1.0,2.405238489120056
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.8679999999999999,0.0,2.0,21.25,255.0,1.0,1.0,3.610535476315385
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,10.0,0.9151666666666666,0.0,1.0,32.0,702.0,2.0,1.0,0.3538187608751302
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,10.0,0.9,0.0,1.0,29.5,295.0,2.0,1.0,1.69428321533795
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,0.88,0.0,1.0,8.333333333333334,125.0,1.0,1.0,0.9308903338164192
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.9031666666666668,0.0,2.0,3.0,30.0,1.0,1.0,2.3444656852758734
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,0.7461666666666665,0.0,1.0,3.0,30.0,1.0,1.0,-0.6147463154546741
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,65.51666666666667,10.0,0.972,1.0,1.0,2147.7166666666667,20567.85,2.0,1.0,0.865675307828856
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,0.7200000000000001,0.0,1.0,12.0,175.0,2.0,1.0,0.5101305762324589
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,8.0,0.8504999999999999,0.0,2.0,25.0,250.0,2.0,1.0,1.8097819148210643
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,10.0,0.725333333333333,0.0,0.0,6.0,213.0,1.0,1.0,-2.49061223725243
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,35.0,0.8168333333333333,0.0,1.0,5.542857142857143,194.0,1.0,1.0,3.765928320071164
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,15.0,0.9491666666666666,0.0,1.0,3.0,230.0,1.0,1.0,0.3683802038536326
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,40.0,0.9026666666666668,0.0,1.0,126.0,4800.0,1.0,1.0,-0.5301982231938561
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.9311666666666666,0.0,1.0,10.0,50.0,1.0,1.0,2.9572602907209538
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,0.9175,0.0,1.0,30.0,300.0,1.0,1.0,0.1446223076722714
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,0.8300000000000001,0.0,1.0,7.5,75.0,1.0,1.0,2.499478034427673
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,10.0,0.8953333333333332,0.0,1.0,28.0,882.0,1.0,1.0,0.2943889531495377
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65.0,11.11,0.9179999999999996,0.0,1.0,1726.0,27000.0,2.0,1.0,-1.2598020318527794
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,20.0,0.9216666666666664,0.0,1.0,55.0,1100.0,2.0,1.0,0.2429591350240293
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,15.0,0.6064999999999999,0.0,1.0,2.333333333333333,35.0,2.0,1.0,-1.223935550775996
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,1.0,0.0,2.0,2.0,98.0,1.0,1.0,0.1630901426768128
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,10.0,0.6763333333333333,0.0,2.0,4.4,44.0,1.0,1.0,0.4486943811910735
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,12.0,0.9185,0.0,1.0,137.0,1800.0,2.0,1.0,-0.443412936484198
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,81.35,10.0,0.968,1.0,1.0,4201.183333333333,29791.158333333333,2.0,1.0,-0.7285160410897874
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.7934999999999998,0.0,1.0,27.5,275.0,1.0,1.0,2.6563966009317435
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,10.0,0.8913333333333333,0.0,0.0,8.5,85.0,2.0,1.0,0.3723292217545463
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,20.0,0.8993333333333335,0.0,1.0,10.0,206.0,1.0,1.0,2.585291593075392
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,15.0,0.9104999999999998,0.0,2.0,778.0,7500.0,2.0,1.0,-0.2267100259586132
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,87.0,13.0,0.9076666666666664,0.0,1.0,974.0,16000.0,1.0,1.0,2.0014578888391075
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,0.8713333333333334,0.0,2.0,6.25,75.0,1.0,1.0,-2.073574854450191
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,0.8573333333333335,0.0,1.0,6.0,30.0,2.0,1.0,3.690274442664223
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,20.0,0.8759999999999998,0.0,1.0,0.25,5.0,1.0,1.0,0.3659136880421094
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,20.0,0.8890000000000001,0.0,2.0,26.65,533.0,2.0,1.0,0.3163604160276325
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.8921666666666664,0.0,1.0,0.5,10.0,1.0,1.0,2.362684833123438
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,10.0,1.0,2.0,1.0,506.0,9200.0,1.0,1.0,-0.7195954017156475
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15.0,0.8896666666666667,0.0,2.0,20.0,300.0,1.0,1.0,3.321683528765948
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.7203333333333332,0.0,1.0,15.0,66.0,1.0,1.0,2.164412889134978
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,20.0,0.7591666666666669,0.0,1.0,8.5,170.0,2.0,1.0,0.757497354918559
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.8391666666666667,0.0,1.0,19.0,280.0,1.0,1.0,2.5530607477372214
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,12.0,0.7551666666666664,0.0,1.0,1.5,18.0,1.0,1.0,0.649206853613647
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,10.0,1.0,0.0,2.0,3.5,35.0,1.0,1.0,2.8314042272004114
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,15.0,0.6251666666666666,0.0,1.0,10.0,50.0,2.0,1.0,-3.363560063944395
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,0.8294999999999999,0.0,2.0,3.0,30.0,2.0,1.0,1.8650834205218296
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.8589999999999998,0.0,2.0,1.7,17.0,1.0,1.0,3.749612994927581
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,10.0,0.8186666666666665,0.0,2.0,18.0,470.0,2.0,1.0,0.917433782994797
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,10.0,0.8883333333333333,0.0,1.0,46.8,468.0,2.0,1.0,2.269856401044987
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,10.0,0.7598333333333334,0.0,0.0,8.5,85.0,1.0,1.0,4.282449437418848
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,0.7809999999999999,0.0,1.0,1.0,10.0,1.0,1.0,0.5367503128429405
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,0.8850000000000002,0.0,1.0,41.66666666666666,500.0,2.0,1.0,0.1692418329096745
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,8.0,0.7776666666666666,0.0,1.0,0.625,5.0,1.0,1.0,0.311321308516055
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,159.0,10.0,0.8926666666666666,0.0,1.0,1019.0,59000.0,2.0,1.0,-1.882802321255857
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,12.89,0.7935,0.0,1.0,21.0,115.0,1.0,1.0,-0.2810020902317718
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,10.0,0.836166666666667,0.0,0.0,4.0,357.0,2.0,1.0,3.25341042070657
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,23.0,20.0,0.8961666666666669,0.0,2.0,55.0,1100.0,1.0,1.0,-1.2372659454210848
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,0.6769999999999997,0.0,1.0,3.333333333333333,10.0,2.0,1.0,2.105642594758778
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.8456666666666666,0.0,1.0,1.5,15.0,1.0,1.0,3.947605129733528
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.7921666666666667,0.0,1.0,12.0,120.0,1.0,1.0,1.950480217212256
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,10.0,0.7351666666666667,0.0,1.0,9.5,95.0,1.0,1.0,3.142997274462778
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,12.0,0.9271666666666668,0.0,1.0,32.0,3500.0,1.0,1.0,1.4959052306717142
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.8809999999999999,0.0,0.0,6.8,68.0,1.0,1.0,1.46943934031196
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,12.0,0.8816666666666667,0.0,2.0,39.0,3600.0,2.0,1.0,-2.53327583030354
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,12.0,0.8473333333333334,0.0,1.0,2.0,19.0,1.0,1.0,3.500885406620548
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,10.0,0.917,0.0,1.0,4.1,41.0,1.0,1.0,-0.1587702252063307
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,12.0,0.931,0.0,1.0,303.0,3700.0,2.0,1.0,-0.3454287780910185
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,18.0,0.8501666666666668,0.0,2.0,12.22222222222222,220.0,1.0,1.0,0.7168456986996115
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,0.8396666666666666,0.0,0.0,5.0,25.0,1.0,1.0,3.1185067774296837
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.7334999999999999,0.0,2.0,2.0,27.0,2.0,1.0,0.982513878804688
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,0.8059999999999999,0.0,2.0,11.666666666666666,140.0,1.0,1.0,-0.4006563656234735
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15.0,0.8958333333333336,0.0,1.0,3.333333333333333,50.0,1.0,1.0,1.3476819965265292
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,15.0,0.9153333333333334,0.0,1.0,10.933333333333334,164.0,2.0,1.0,1.7810830495200944
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.8744999999999999,0.0,1.0,3.0,13.0,1.0,1.0,-0.6417335366906172
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,20.0,0.8825,0.0,2.0,2.5,50.0,1.0,1.0,-1.8370409015241
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,12.5,0.8524999999999998,0.0,2.0,104.0,1000.0,1.0,1.0,-0.8998329597612436
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15.0,0.7448333333333333,0.0,1.0,2.6666666666666665,40.0,2.0,1.0,-0.2746684709731739
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,0.9763333333333332,1.0,1.0,96.0,1800.0,1.0,1.0,4.270416874467429
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15.0,0.8810000000000002,0.0,1.0,20.0,300.0,1.0,1.0,-0.960734168625971
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,15.0,0.8745,0.0,2.0,162.0,4400.0,2.0,1.0,-2.353183975888595
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15.0,0.9101666666666668,0.0,1.0,2.333333333333333,35.0,1.0,1.0,0.6768206787336076
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,20.0,0.9255,0.0,2.0,21.0,240.0,2.0,1.0,-2.7020850216994337
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,10.0,0.9285,0.0,1.0,29.0,1400.0,2.0,1.0,-0.5611143684171204
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.839833333333333,0.0,2.0,1.0,5.0,2.0,1.0,0.2775012086652749
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,10.0,0.7576666666666668,0.0,1.0,5.0,50.0,2.0,1.0,1.6351752912862212
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,10.0,0.7168333333333332,0.0,0.0,11.5,115.0,2.0,1.0,2.0520906944952757
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,0.8263333333333335,0.0,1.0,2.0,20.0,2.0,1.0,0.9208922281540236
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.9419999999999998,0.0,1.0,369.0,3600.0,1.0,1.0,2.197423435237666
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,68.0,15.0,1.0,0.0,0.0,1276.0,19000.0,1.0,1.0,-0.0200457923537743
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.7558333333333332,0.0,2.0,1.0,10.0,1.0,1.0,3.0086423842924077
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,15.0,0.7953333333333333,0.0,1.0,13.0,94.0,1.0,1.0,0.6743814105222601
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,15.0,0.8183333333333332,0.0,2.0,3.333333333333333,50.0,2.0,1.0,3.1996962015073804
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,10.0,0.9098333333333336,0.0,1.0,31.2,312.0,1.0,1.0,-1.3966585994152043
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.8436666666666668,0.0,0.0,2.0,20.0,2.0,1.0,0.3351745564219592
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.7846666666666664,0.0,2.0,11.3,113.0,2.0,1.0,-0.103906504794645
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,0.9201666666666668,0.0,1.0,25.0,250.0,1.0,1.0,0.329516373080136
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,10.0,0.8531666666666666,0.0,2.0,3.3,33.0,1.0,1.0,2.907190909397537
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,10.0,0.9246666666666666,0.0,2.0,140.0,1400.0,1.0,1.0,-0.78296180992154
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,10.0,0.7708333333333331,0.0,2.0,1.0,10.0,1.0,1.0,0.7704148202947774
