,set_export_cert,set_export_cert_date,set_ica_letter,set_import_cert,set_import_cert_date,set_import_unit,set_quantity_used,set_import_quant,exp_cert,exp_product_type,exp_destination_country,exp_port_of_loading,exp_shipment_type,exp_country_group,exp_entry_date,exp_movement_visa_date,exp_invoice_date,exp_inspection_result,exp_item_count,exp_qty_per_piece,exp_avg_price_per_piece,exp_net_weight_actual,exp_invoice_value_actual,imp_certificate,imp_supplier_name,imp_weight,imp_quantity,imp_quantity_unit,imp_customs_system,imp_origin,imp_shipping_port,imp_port_entry_date,imp_certificate_date,imp_factory_entry_date,imp_container_packages,imp_container_type,imp_container_package_count,imp_port_stay_duration,imp_release_time,imp_inspection_rate,imp_inspection_type,imp_item_type,imp_invoice_value_usd,imp_final_value,imp_exchange_rate,imp_converted_invoice_value,imp_invoice_final_value_difference,imp_guarantee_type,imp_guarantee_value,imp_guarantee_submission_date,imp_window_fees,imp_customs_fees_and_taxes,imp_unloading,imp_unofficial_clearance_fees,imp_ground_fees,imp_additional_ground_fees_usd,imp_avg_black_market_usd_rate,imp_additional_ground_fees_egp,imp_other_receipts,imp_total_collected_value_egp,imp_shipping_line,imp_display_entities,imp_display_entity_count,imp_display_entity_cost,imp_display_entity_time,imp_transportation,imp_total_paid,imp_shipping_type,imp_port_airport,imp_shipping_terms,imp_factory_entry_month,imp_factory_entry_year,display_intelligence,display_agriculture,display_chemistry,display_explosives,display_xray,display_drugs,display_printed_materials
248,2005,2023-05-30,No-Letter,61,2023-10-05,piece,339.0,9898.0,2005,Other Clothing,Italy,Alexandria,sean,Europe,2023-05-30,2023-08-09,2023-05-31,2023-06-04,2,7043,7.65,1860.0,53878.95,61,Charminhg,11456.0,11366,carton,سماح مؤقت,Israel,Al-Ouja,2023-05-10,2023-05-10,2023-05-13,Parcels,20.0,30.0,3,3,1.0,Red,cardboard,27771.66,868288.06,30.9557,859691.175462,8596.8845380001,Facility,100000.0,2023-05-11 00:00:00,0.0,868288.0,0.0,2640.0,0.0,0.0,36.0,0.0,540.0,971468.0,road,زراعة,1.0,190.0,0.0,745,972403.0,Road,Arish,DDU,5,2023,0,1,0,0,0,0,0
249,2005,2023-05-30,No-Letter,61,2023-10-05,piece,339.0,9898.0,2005,Shirt,Italy,Alexandria,sean,Europe,2023-05-30,2023-08-09,2023-05-31,2023-06-04,2,8511,4.45,1642.0,37873.95,61,Charminhg,11456.0,11366,carton,سماح مؤقت,Israel,Al-Ouja,2023-05-10,2023-05-10,2023-05-13,Parcels,20.0,30.0,3,3,1.0,Red,cardboard,27771.66,868288.06,30.9557,859691.175462,8596.8845380001,Facility,100000.0,2023-05-11 00:00:00,0.0,868288.0,0.0,2640.0,0.0,0.0,36.0,0.0,540.0,971468.0,road,زراعة,1.0,190.0,0.0,745,972403.0,Road,Arish,DDU,5,2023,0,1,0,0,0,0,0
250,2005,2023-05-30,No-Letter,268527,2022-07-26,kg,40.6232,21779.03044,2005,Other Clothing,Italy,Alexandria,sean,Europe,2023-05-30,2023-08-09,2023-05-31,2023-06-04,2,7043,7.65,1860.0,53878.95,268527,Avco,21929.0,20120,piece,سماح مؤقت,Israel,Ashdod,2022-07-14,2022-07-26,2022-08-10,Container,20.0,1.0,27,15,1.0,Red B,dyes,45579.8,872300.0,18.9884,865487.47432,6812.525679999962,Facility,115000.0,2022-07-27 00:00:00,7675.0,9333.2,7180.0,2725.0,10841.0,754.5,18.0,0.0,645.0,153399.2,B&G,زراعة- كيمياء ,2.0,4355.0,6.0,8520,166274.2,Sea,Alexandria,CIF,8,2022,0,1,1,0,0,0,0
251,2005,2023-05-30,No-Letter,268527,2022-07-26,kg,40.6232,21779.03044,2005,Shirt,Italy,Alexandria,sean,Europe,2023-05-30,2023-08-09,2023-05-31,2023-06-04,2,8511,4.45,1642.0,37873.95,268527,Avco,21929.0,20120,piece,سماح مؤقت,Israel,Ashdod,2022-07-14,2022-07-26,2022-08-10,Container,20.0,1.0,27,15,1.0,Red B,dyes,45579.8,872300.0,18.9884,865487.47432,6812.525679999962,Facility,115000.0,2022-07-27 00:00:00,7675.0,9333.2,7180.0,2725.0,10841.0,754.5,18.0,0.0,645.0,153399.2,B&G,زراعة- كيمياء ,2.0,4355.0,6.0,8520,166274.2,Sea,Alexandria,CIF,8,2022,0,1,1,0,0,0,0
252,2005,2023-05-30,No-Letter,285386,2022-07-08,kg,70.04,3705.642,2005,Other Clothing,Italy,Alexandria,sean,Europe,2023-05-30,2023-08-09,2023-05-31,2023-06-04,2,7043,7.65,1860.0,53878.95,285386,B&E International Ltd,15000.0,14000,piece,سماح مؤقت,Israel,Ashdod,2022-07-28,2022-08-07,2022-08-17,Container,20.0,1.0,20,10,1.0,Red B,dyes,28900.0,558800.0,19.1784,554255.76,4544.239999999991,Facility,70000.0,2022-08-08 00:00:00,4449.0,6498.2,7078.0,2725.0,6628.0,177.0,18.0,0.0,645.0,98023.2,B&G,مخابرات -  زراعة-  كيمياء- مفرقعات,4.0,4705.0,0.0,8750,111478.2,Sea,Alexandria,CIF,8,2022,1,1,1,1,0,0,0
253,2005,2023-05-30,No-Letter,285386,2022-07-08,kg,70.04,3705.642,2005,Shirt,Italy,Alexandria,sean,Europe,2023-05-30,2023-08-09,2023-05-31,2023-06-04,2,8511,4.45,1642.0,37873.95,285386,B&E International Ltd,15000.0,14000,piece,سماح مؤقت,Israel,Ashdod,2022-07-28,2022-08-07,2022-08-17,Container,20.0,1.0,20,10,1.0,Red B,dyes,28900.0,558800.0,19.1784,554255.76,4544.239999999991,Facility,70000.0,2022-08-08 00:00:00,4449.0,6498.2,7078.0,2725.0,6628.0,177.0,18.0,0.0,645.0,98023.2,B&G,مخابرات -  زراعة-  كيمياء- مفرقعات,4.0,4705.0,0.0,8750,111478.2,Sea,Alexandria,CIF,8,2022,1,1,1,1,0,0,0
254,2005,2023-05-30,No-Letter,290936,2022-10-08,kg,48.6778,26982.91751,2005,Other Clothing,Italy,Alexandria,sean,Europe,2023-05-30,2023-08-09,2023-05-31,2023-06-04,2,7043,7.65,1860.0,53878.95,290936,Avco,16240.0,14000,piece,سماح مؤقت,Israel,Ashdod,2022-07-28,2022-08-10,2022-08-24,Container,20.0,1.0,27,14,1.0,Red B,dyes,64260.0,1239900.0,19.19,1233149.4,6750.59999999986,Facility,150000.0,2023-08-11 00:00:00,2835.6,13009.2,8268.63,3475.0,24371.49,20.9,18.0,794.1999999999999,5565.0,208319.12,B&G,مخابرات -  زراعة-  كيمياء- مفرقعات,4.0,2905.0,17.0,8550,219774.12,Sea,Alexandria,CIF,8,2022,1,1,1,1,0,0,0
255,2005,2023-05-30,No-Letter,290936,2022-10-08,kg,48.6778,26982.91751,2005,Shirt,Italy,Alexandria,sean,Europe,2023-05-30,2023-08-09,2023-05-31,2023-06-04,2,8511,4.45,1642.0,37873.95,290936,Avco,16240.0,14000,piece,سماح مؤقت,Israel,Ashdod,2022-07-28,2022-08-10,2022-08-24,Container,20.0,1.0,27,14,1.0,Red B,dyes,64260.0,1239900.0,19.19,1233149.4,6750.59999999986,Facility,150000.0,2023-08-11 00:00:00,2835.6,13009.2,8268.63,3475.0,24371.49,20.9,18.0,794.1999999999999,5565.0,208319.12,B&G,مخابرات -  زراعة-  كيمياء- مفرقعات,4.0,2905.0,17.0,8550,219774.12,Sea,Alexandria,CIF,8,2022,1,1,1,1,0,0,0
256,2006,2023-05-30,9/1266,61,2023-10-05,piece,100.5,11744.0,2006,Other Clothing,Italy,Damietta,sean,Europe,2023-05-30,2023-07-11,2023-05-31,2023-05-31,10,776,7.6,215.24,5936.4,61,Charminhg,11456.0,11366,carton,سماح مؤقت,Israel,Al-Ouja,2023-05-10,2023-05-10,2023-05-13,Parcels,20.0,30.0,3,3,1.0,Red,cardboard,27771.66,868288.06,30.9557,859691.175462,8596.8845380001,Facility,100000.0,2023-05-11 00:00:00,0.0,868288.0,0.0,2640.0,0.0,0.0,36.0,0.0,540.0,971468.0,road,زراعة,1.0,190.0,0.0,745,972403.0,Road,Arish,DDU,5,2023,0,1,0,0,0,0,0
257,2006,2023-05-30,9/1266,61,2023-10-05,piece,100.5,11744.0,2006,Shirt,Italy,Damietta,sean,Europe,2023-05-30,2023-07-11,2023-05-31,2023-05-31,10,11022,4.45,2198.46,49047.9,61,Charminhg,11456.0,11366,carton,سماح مؤقت,Israel,Al-Ouja,2023-05-10,2023-05-10,2023-05-13,Parcels,20.0,30.0,3,3,1.0,Red,cardboard,27771.66,868288.06,30.9557,859691.175462,8596.8845380001,Facility,100000.0,2023-05-11 00:00:00,0.0,868288.0,0.0,2640.0,0.0,0.0,36.0,0.0,540.0,971468.0,road,زراعة,1.0,190.0,0.0,745,972403.0,Road,Arish,DDU,5,2023,0,1,0,0,0,0,0
258,2006,2023-05-30,9/1266,61,2023-10-05,piece,100.5,11744.0,2006,Underwear,Italy,Damietta,sean,Europe,2023-05-30,2023-07-11,2023-05-31,2023-05-31,20,32106,4.05,2542.28,79721.4,61,Charminhg,11456.0,11366,carton,سماح مؤقت,Israel,Al-Ouja,2023-05-10,2023-05-10,2023-05-13,Parcels,20.0,30.0,3,3,1.0,Red,cardboard,27771.66,868288.06,30.9557,859691.175462,8596.8845380001,Facility,100000.0,2023-05-11 00:00:00,0.0,868288.0,0.0,2640.0,0.0,0.0,36.0,0.0,540.0,971468.0,road,زراعة,1.0,190.0,0.0,745,972403.0,Road,Arish,DDU,5,2023,0,1,0,0,0,0,0
259,2006,2023-05-30,9/1266,268527,2022-07-26,kg,14.745224,22000.0,2006,Other Clothing,Italy,Damietta,sean,Europe,2023-05-30,2023-07-11,2023-05-31,2023-05-31,10,776,7.6,215.24,5936.4,268527,Avco,21929.0,20120,piece,سماح مؤقت,Israel,Ashdod,2022-07-14,2022-07-26,2022-08-10,Container,20.0,1.0,27,15,1.0,Red B,dyes,45579.8,872300.0,18.9884,865487.47432,6812.525679999962,Facility,115000.0,2022-07-27 00:00:00,7675.0,9333.2,7180.0,2725.0,10841.0,754.5,18.0,0.0,645.0,153399.2,B&G,زراعة- كيمياء ,2.0,4355.0,6.0,8520,166274.2,Sea,Alexandria,CIF,8,2022,0,1,1,0,0,0,0
260,2006,2023-05-30,9/1266,268527,2022-07-26,kg,14.745224,22000.0,2006,Shirt,Italy,Damietta,sean,Europe,2023-05-30,2023-07-11,2023-05-31,2023-05-31,10,11022,4.45,2198.46,49047.9,268527,Avco,21929.0,20120,piece,سماح مؤقت,Israel,Ashdod,2022-07-14,2022-07-26,2022-08-10,Container,20.0,1.0,27,15,1.0,Red B,dyes,45579.8,872300.0,18.9884,865487.47432,6812.525679999962,Facility,115000.0,2022-07-27 00:00:00,7675.0,9333.2,7180.0,2725.0,10841.0,754.5,18.0,0.0,645.0,153399.2,B&G,زراعة- كيمياء ,2.0,4355.0,6.0,8520,166274.2,Sea,Alexandria,CIF,8,2022,0,1,1,0,0,0,0
261,2006,2023-05-30,9/1266,268527,2022-07-26,kg,14.745224,22000.0,2006,Underwear,Italy,Damietta,sean,Europe,2023-05-30,2023-07-11,2023-05-31,2023-05-31,20,32106,4.05,2542.28,79721.4,268527,Avco,21929.0,20120,piece,سماح مؤقت,Israel,Ashdod,2022-07-14,2022-07-26,2022-08-10,Container,20.0,1.0,27,15,1.0,Red B,dyes,45579.8,872300.0,18.9884,865487.47432,6812.525679999962,Facility,115000.0,2022-07-27 00:00:00,7675.0,9333.2,7180.0,2725.0,10841.0,754.5,18.0,0.0,645.0,153399.2,B&G,زراعة- كيمياء ,2.0,4355.0,6.0,8520,166274.2,Sea,Alexandria,CIF,8,2022,0,1,1,0,0,0,0
262,2006,2023-05-30,9/1266,285386,2022-07-08,kg,25.4228,3857.1868,2006,Other Clothing,Italy,Damietta,sean,Europe,2023-05-30,2023-07-11,2023-05-31,2023-05-31,10,776,7.6,215.24,5936.4,285386,B&E International Ltd,15000.0,14000,piece,سماح مؤقت,Israel,Ashdod,2022-07-28,2022-08-07,2022-08-17,Container,20.0,1.0,20,10,1.0,Red B,dyes,28900.0,558800.0,19.1784,554255.76,4544.239999999991,Facility,70000.0,2022-08-08 00:00:00,4449.0,6498.2,7078.0,2725.0,6628.0,177.0,18.0,0.0,645.0,98023.2,B&G,مخابرات -  زراعة-  كيمياء- مفرقعات,4.0,4705.0,0.0,8750,111478.2,Sea,Alexandria,CIF,8,2022,1,1,1,1,0,0,0
263,2006,2023-05-30,9/1266,285386,2022-07-08,kg,25.4228,3857.1868,2006,Shirt,Italy,Damietta,sean,Europe,2023-05-30,2023-07-11,2023-05-31,2023-05-31,10,11022,4.45,2198.46,49047.9,285386,B&E International Ltd,15000.0,14000,piece,سماح مؤقت,Israel,Ashdod,2022-07-28,2022-08-07,2022-08-17,Container,20.0,1.0,20,10,1.0,Red B,dyes,28900.0,558800.0,19.1784,554255.76,4544.239999999991,Facility,70000.0,2022-08-08 00:00:00,4449.0,6498.2,7078.0,2725.0,6628.0,177.0,18.0,0.0,645.0,98023.2,B&G,مخابرات -  زراعة-  كيمياء- مفرقعات,4.0,4705.0,0.0,8750,111478.2,Sea,Alexandria,CIF,8,2022,1,1,1,1,0,0,0
264,2006,2023-05-30,9/1266,285386,2022-07-08,kg,25.4228,3857.1868,2006,Underwear,Italy,Damietta,sean,Europe,2023-05-30,2023-07-11,2023-05-31,2023-05-31,20,32106,4.05,2542.28,79721.4,285386,B&E International Ltd,15000.0,14000,piece,سماح مؤقت,Israel,Ashdod,2022-07-28,2022-08-07,2022-08-17,Container,20.0,1.0,20,10,1.0,Red B,dyes,28900.0,558800.0,19.1784,554255.76,4544.239999999991,Facility,70000.0,2022-08-08 00:00:00,4449.0,6498.2,7078.0,2725.0,6628.0,177.0,18.0,0.0,645.0,98023.2,B&G,مخابرات -  زراعة-  كيمياء- مفرقعات,4.0,4705.0,0.0,8750,111478.2,Sea,Alexandria,CIF,8,2022,1,1,1,1,0,0,0
265,2006,2023-05-30,9/1266,290936,2022-10-08,kg,17.668846,27247.7,2006,Other Clothing,Italy,Damietta,sean,Europe,2023-05-30,2023-07-11,2023-05-31,2023-05-31,10,776,7.6,215.24,5936.4,290936,Avco,16240.0,14000,piece,سماح مؤقت,Israel,Ashdod,2022-07-28,2022-08-10,2022-08-24,Container,20.0,1.0,27,14,1.0,Red B,dyes,64260.0,1239900.0,19.19,1233149.4,6750.59999999986,Facility,150000.0,2023-08-11 00:00:00,2835.6,13009.2,8268.63,3475.0,24371.49,20.9,18.0,794.1999999999999,5565.0,208319.12,B&G,مخابرات -  زراعة-  كيمياء- مفرقعات,4.0,2905.0,17.0,8550,219774.12,Sea,Alexandria,CIF,8,2022,1,1,1,1,0,0,0
266,2006,2023-05-30,9/1266,290936,2022-10-08,kg,17.668846,27247.7,2006,Shirt,Italy,Damietta,sean,Europe,2023-05-30,2023-07-11,2023-05-31,2023-05-31,10,11022,4.45,2198.46,49047.9,290936,Avco,16240.0,14000,piece,سماح مؤقت,Israel,Ashdod,2022-07-28,2022-08-10,2022-08-24,Container,20.0,1.0,27,14,1.0,Red B,dyes,64260.0,1239900.0,19.19,1233149.4,6750.59999999986,Facility,150000.0,2023-08-11 00:00:00,2835.6,13009.2,8268.63,3475.0,24371.49,20.9,18.0,794.1999999999999,5565.0,208319.12,B&G,مخابرات -  زراعة-  كيمياء- مفرقعات,4.0,2905.0,17.0,8550,219774.12,Sea,Alexandria,CIF,8,2022,1,1,1,1,0,0,0
267,2006,2023-05-30,9/1266,290936,2022-10-08,kg,17.668846,27247.7,2006,Underwear,Italy,Damietta,sean,Europe,2023-05-30,2023-07-11,2023-05-31,2023-05-31,20,32106,4.05,2542.28,79721.4,290936,Avco,16240.0,14000,piece,سماح مؤقت,Israel,Ashdod,2022-07-28,2022-08-10,2022-08-24,Container,20.0,1.0,27,14,1.0,Red B,dyes,64260.0,1239900.0,19.19,1233149.4,6750.59999999986,Facility,150000.0,2023-08-11 00:00:00,2835.6,13009.2,8268.63,3475.0,24371.49,20.9,18.0,794.1999999999999,5565.0,208319.12,B&G,مخابرات -  زراعة-  كيمياء- مفرقعات,4.0,2905.0,17.0,8550,219774.12,Sea,Alexandria,CIF,8,2022,1,1,1,1,0,0,0
268,2006,2023-05-30,No-Letter,61,2023-10-05,piece,100.5,11744.0,2006,Other Clothing,Italy,Damietta,sean,Europe,2023-05-30,2023-07-11,2023-05-31,2023-05-31,10,776,7.6,215.24,5936.4,61,Charminhg,11456.0,11366,carton,سماح مؤقت,Israel,Al-Ouja,2023-05-10,2023-05-10,2023-05-13,Parcels,20.0,30.0,3,3,1.0,Red,cardboard,27771.66,868288.06,30.9557,859691.175462,8596.8845380001,Facility,100000.0,2023-05-11 00:00:00,0.0,868288.0,0.0,2640.0,0.0,0.0,36.0,0.0,540.0,971468.0,road,زراعة,1.0,190.0,0.0,745,972403.0,Road,Arish,DDU,5,2023,0,1,0,0,0,0,0
269,2006,2023-05-30,No-Letter,61,2023-10-05,piece,100.5,11744.0,2006,Shirt,Italy,Damietta,sean,Europe,2023-05-30,2023-07-11,2023-05-31,2023-05-31,10,11022,4.45,2198.46,49047.9,61,Charminhg,11456.0,11366,carton,سماح مؤقت,Israel,Al-Ouja,2023-05-10,2023-05-10,2023-05-13,Parcels,20.0,30.0,3,3,1.0,Red,cardboard,27771.66,868288.06,30.9557,859691.175462,8596.8845380001,Facility,100000.0,2023-05-11 00:00:00,0.0,868288.0,0.0,2640.0,0.0,0.0,36.0,0.0,540.0,971468.0,road,زراعة,1.0,190.0,0.0,745,972403.0,Road,Arish,DDU,5,2023,0,1,0,0,0,0,0
270,2006,2023-05-30,No-Letter,61,2023-10-05,piece,100.5,11744.0,2006,Underwear,Italy,Damietta,sean,Europe,2023-05-30,2023-07-11,2023-05-31,2023-05-31,20,32106,4.05,2542.28,79721.4,61,Charminhg,11456.0,11366,carton,سماح مؤقت,Israel,Al-Ouja,2023-05-10,2023-05-10,2023-05-13,Parcels,20.0,30.0,3,3,1.0,Red,cardboard,27771.66,868288.06,30.9557,859691.175462,8596.8845380001,Facility,100000.0,2023-05-11 00:00:00,0.0,868288.0,0.0,2640.0,0.0,0.0,36.0,0.0,540.0,971468.0,road,زراعة,1.0,190.0,0.0,745,972403.0,Road,Arish,DDU,5,2023,0,1,0,0,0,0,0
271,2006,2023-05-30,No-Letter,268527,2022-07-26,kg,13.99946,22000.0,2006,Other Clothing,Italy,Damietta,sean,Europe,2023-05-30,2023-07-11,2023-05-31,2023-05-31,10,776,7.6,215.24,5936.4,268527,Avco,21929.0,20120,piece,سماح مؤقت,Israel,Ashdod,2022-07-14,2022-07-26,2022-08-10,Container,20.0,1.0,27,15,1.0,Red B,dyes,45579.8,872300.0,18.9884,865487.47432,6812.525679999962,Facility,115000.0,2022-07-27 00:00:00,7675.0,9333.2,7180.0,2725.0,10841.0,754.5,18.0,0.0,645.0,153399.2,B&G,زراعة- كيمياء ,2.0,4355.0,6.0,8520,166274.2,Sea,Alexandria,CIF,8,2022,0,1,1,0,0,0,0
272,2006,2023-05-30,No-Letter,268527,2022-07-26,kg,13.99946,22000.0,2006,Shirt,Italy,Damietta,sean,Europe,2023-05-30,2023-07-11,2023-05-31,2023-05-31,10,11022,4.45,2198.46,49047.9,268527,Avco,21929.0,20120,piece,سماح مؤقت,Israel,Ashdod,2022-07-14,2022-07-26,2022-08-10,Container,20.0,1.0,27,15,1.0,Red B,dyes,45579.8,872300.0,18.9884,865487.47432,6812.525679999962,Facility,115000.0,2022-07-27 00:00:00,7675.0,9333.2,7180.0,2725.0,10841.0,754.5,18.0,0.0,645.0,153399.2,B&G,زراعة- كيمياء ,2.0,4355.0,6.0,8520,166274.2,Sea,Alexandria,CIF,8,2022,0,1,1,0,0,0,0
273,2006,2023-05-30,No-Letter,268527,2022-07-26,kg,13.99946,22000.0,2006,Underwear,Italy,Damietta,sean,Europe,2023-05-30,2023-07-11,2023-05-31,2023-05-31,20,32106,4.05,2542.28,79721.4,268527,Avco,21929.0,20120,piece,سماح مؤقت,Israel,Ashdod,2022-07-14,2022-07-26,2022-08-10,Container,20.0,1.0,27,15,1.0,Red B,dyes,45579.8,872300.0,18.9884,865487.47432,6812.525679999962,Facility,115000.0,2022-07-27 00:00:00,7675.0,9333.2,7180.0,2725.0,10841.0,754.5,18.0,0.0,645.0,153399.2,B&G,زراعة- كيمياء ,2.0,4355.0,6.0,8520,166274.2,Sea,Alexandria,CIF,8,2022,0,1,1,0,0,0,0
274,2006,2023-05-30,No-Letter,285386,2022-07-08,kg,24.137,3857.1868,2006,Other Clothing,Italy,Damietta,sean,Europe,2023-05-30,2023-07-11,2023-05-31,2023-05-31,10,776,7.6,215.24,5936.4,285386,B&E International Ltd,15000.0,14000,piece,سماح مؤقت,Israel,Ashdod,2022-07-28,2022-08-07,2022-08-17,Container,20.0,1.0,20,10,1.0,Red B,dyes,28900.0,558800.0,19.1784,554255.76,4544.239999999991,Facility,70000.0,2022-08-08 00:00:00,4449.0,6498.2,7078.0,2725.0,6628.0,177.0,18.0,0.0,645.0,98023.2,B&G,مخابرات -  زراعة-  كيمياء- مفرقعات,4.0,4705.0,0.0,8750,111478.2,Sea,Alexandria,CIF,8,2022,1,1,1,1,0,0,0
275,2006,2023-05-30,No-Letter,285386,2022-07-08,kg,24.137,3857.1868,2006,Shirt,Italy,Damietta,sean,Europe,2023-05-30,2023-07-11,2023-05-31,2023-05-31,10,11022,4.45,2198.46,49047.9,285386,B&E International Ltd,15000.0,14000,piece,سماح مؤقت,Israel,Ashdod,2022-07-28,2022-08-07,2022-08-17,Container,20.0,1.0,20,10,1.0,Red B,dyes,28900.0,558800.0,19.1784,554255.76,4544.239999999991,Facility,70000.0,2022-08-08 00:00:00,4449.0,6498.2,7078.0,2725.0,6628.0,177.0,18.0,0.0,645.0,98023.2,B&G,مخابرات -  زراعة-  كيمياء- مفرقعات,4.0,4705.0,0.0,8750,111478.2,Sea,Alexandria,CIF,8,2022,1,1,1,1,0,0,0
276,2006,2023-05-30,No-Letter,285386,2022-07-08,kg,24.137,3857.1868,2006,Underwear,Italy,Damietta,sean,Europe,2023-05-30,2023-07-11,2023-05-31,2023-05-31,20,32106,4.05,2542.28,79721.4,285386,B&E International Ltd,15000.0,14000,piece,سماح مؤقت,Israel,Ashdod,2022-07-28,2022-08-07,2022-08-17,Container,20.0,1.0,20,10,1.0,Red B,dyes,28900.0,558800.0,19.1784,554255.76,4544.239999999991,Facility,70000.0,2022-08-08 00:00:00,4449.0,6498.2,7078.0,2725.0,6628.0,177.0,18.0,0.0,645.0,98023.2,B&G,مخابرات -  زراعة-  كيمياء- مفرقعات,4.0,4705.0,0.0,8750,111478.2,Sea,Alexandria,CIF,8,2022,1,1,1,1,0,0,0
277,2006,2023-05-30,No-Letter,290936,2022-10-08,kg,16.775215,27247.7,2006,Other Clothing,Italy,Damietta,sean,Europe,2023-05-30,2023-07-11,2023-05-31,2023-05-31,10,776,7.6,215.24,5936.4,290936,Avco,16240.0,14000,piece,سماح مؤقت,Israel,Ashdod,2022-07-28,2022-08-10,2022-08-24,Container,20.0,1.0,27,14,1.0,Red B,dyes,64260.0,1239900.0,19.19,1233149.4,6750.59999999986,Facility,150000.0,2023-08-11 00:00:00,2835.6,13009.2,8268.63,3475.0,24371.49,20.9,18.0,794.1999999999999,5565.0,208319.12,B&G,مخابرات -  زراعة-  كيمياء- مفرقعات,4.0,2905.0,17.0,8550,219774.12,Sea,Alexandria,CIF,8,2022,1,1,1,1,0,0,0
278,2006,2023-05-30,No-Letter,290936,2022-10-08,kg,16.775215,27247.7,2006,Shirt,Italy,Damietta,sean,Europe,2023-05-30,2023-07-11,2023-05-31,2023-05-31,10,11022,4.45,2198.46,49047.9,290936,Avco,16240.0,14000,piece,سماح مؤقت,Israel,Ashdod,2022-07-28,2022-08-10,2022-08-24,Container,20.0,1.0,27,14,1.0,Red B,dyes,64260.0,1239900.0,19.19,1233149.4,6750.59999999986,Facility,150000.0,2023-08-11 00:00:00,2835.6,13009.2,8268.63,3475.0,24371.49,20.9,18.0,794.1999999999999,5565.0,208319.12,B&G,مخابرات -  زراعة-  كيمياء- مفرقعات,4.0,2905.0,17.0,8550,219774.12,Sea,Alexandria,CIF,8,2022,1,1,1,1,0,0,0
279,2006,2023-05-30,No-Letter,290936,2022-10-08,kg,16.775215,27247.7,2006,Underwear,Italy,Damietta,sean,Europe,2023-05-30,2023-07-11,2023-05-31,2023-05-31,20,32106,4.05,2542.28,79721.4,290936,Avco,16240.0,14000,piece,سماح مؤقت,Israel,Ashdod,2022-07-28,2022-08-10,2022-08-24,Container,20.0,1.0,27,14,1.0,Red B,dyes,64260.0,1239900.0,19.19,1233149.4,6750.59999999986,Facility,150000.0,2023-08-11 00:00:00,2835.6,13009.2,8268.63,3475.0,24371.49,20.9,18.0,794.1999999999999,5565.0,208319.12,B&G,مخابرات -  زراعة-  كيمياء- مفرقعات,4.0,2905.0,17.0,8550,219774.12,Sea,Alexandria,CIF,8,2022,1,1,1,1,0,0,0
280,2020,2023-05-31,9/298,61,2023-10-05,piece,4610.0,4949.0,2020,Shirt,Turkey,Alexandria,sean,Turkey,2023-05-31,2023-05-31,2023-06-21,2023-05-31,1,100579,2.4,17712.0,238138.24,61,Charminhg,11456.0,11366,carton,سماح مؤقت,Israel,Al-Ouja,2023-05-10,2023-05-10,2023-05-13,Parcels,20.0,30.0,3,3,1.0,Red,cardboard,27771.66,868288.06,30.9557,859691.175462,8596.8845380001,Facility,100000.0,2023-05-11 00:00:00,0.0,868288.0,0.0,2640.0,0.0,0.0,36.0,0.0,540.0,971468.0,road,زراعة,1.0,190.0,0.0,745,972403.0,Road,Arish,DDU,5,2023,0,1,0,0,0,0,0
281,2020,2023-05-31,9/298,71,2023-05-24,piece,192.0,25352.0,2020,Shirt,Turkey,Alexandria,sean,Turkey,2023-05-31,2023-05-31,2023-06-21,2023-05-31,1,100579,2.4,17712.0,238138.24,71,Cargal,38888.0,38253,carton,سماح مؤقت,Israel,Al-Ouja,2023-05-24,2023-05-24,2023-05-28,Parcels,20.0,127.0,4,4,1.0,Red,cardboard,76265.0,2384458.0,30.9557,2360836.4605,23621.53949999996,Bank,245000.0,2023-05-25 00:00:00,0.0,30505.0,0.0,650.0,12996.0,0.0,36.0,0.0,10890.0,300041.0,road,زراعة,1.0,150.0,2.0,14699,314890.0,Road,Oga,DDU,5,2023,0,1,0,0,0,0,0
282,2020,2023-05-31,9/298,29972,2023-01-21,m,13075.0,24427.73000000001,2020,Shirt,Turkey,Alexandria,sean,Turkey,2023-05-31,2023-05-31,2023-06-21,2023-05-31,1,100579,2.4,17712.0,238138.24,29972,Haama-Ltd,1819.9,325,roll,سماح مؤقت,Israel,Haifa,2023-01-20,2023-01-21,2023-01-25,Container,20.0,1.0,5,4,1.0,Red A,fabric,21450.0,660500.0,29.8897,641134.0650000001,19365.93499999994,Bank,110000.0,2023-01-22 00:00:00,4460.0,9627.5,8044.0,3075.0,1940.0,0.0,30.0,0.0,8872.0,146018.5,egymar,No-Display,0.0,0.0,0.0,8400,154418.5,Sea,Dekhila,c&f,1,2023,0,0,0,0,0,0,0
